bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
F,I,I,B,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,D,I
H,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,I,E,A,E,A,A,A,A,A,A,E,E,E,D,D,D,D,E,E,E
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D
D,I,I,I,I,E,I,I,E,E,D,D,D,D,E,E,E,E,E,E,E,E
E,E,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,D,D,D,D,D,D,D,D,D,D,I,I,I,I,I,I,I,I,E,I
G,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,F,F,F,F,F,F,F,I,F,F,I,F,F,F,F,F,F,F,F,F,I
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,C,C,C,C,C,C,C,I,I,C,C,C,I,I,I,I,I,I,I,I,C
B,H,H,H,H,H,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,A,E,E,E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,B,B,B,B,B,B,B,B,B,B,B,E,B,B,B,B,B,B,B,B,B
F,E,E,E,E,E,E,E,F,E,F,F,F,E,F,E,E,E,E,E,E,E
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,I,I,I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,E,F,E,B,B,E,E,B,E,E,E,E,E,E,E,E,E,E,E,J,E
J,G,G,G,G,G,G,G,G,G,G,E,G,G,G,G,I,I,I,G,I,G
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,E,G,E,G,E,E,E,E,E,E,C,C,E,E,C,C,C,E,C,C,C
C,E,E,E,C,E,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E
D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,H,H,H,H,H,H,H,H,H,I,I,H,I,I,I,I,H,H,I,I,I
F,I,I,I,I,I,I,I,I,I,I,F,F,I,F,F,F,F,F,F,F,F
G,I,I,E,E,J,E,E,E,E,E,E,E,E,E,E,I,I,I,I,I,E
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E
A,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,D,D,D,D,D,D,D,C,D,D,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,B,E,B,B,B,E,E,B,B,B,E,B,D,D,B,B,B
D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,I,I,I,I,I,I,I,I,I,I,I,I,I,E,I,E,E,E,E,E,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,I,I,I,I,I,I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,E,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,I,I,I,I,I,I,C,I,I,C,I,I,C,C,C,A,C,C,C
C,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,A,A,A,A,A
D,F,F,F,B,B,B,B,B,D,D,D,B,B,B,B,B,B,B,B,B,B
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,I,I,I,I,I,I,I,I,A,A,A,A,A,A,A,A,A,I,I,A,A
G,D,D,D,D,D,D,D,D,D,D,G,G,D,G,D,D,D,D,D,D,D
H,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E
A,I,I,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,F,F,F,D,A,A,B,D,A,A,A,A,A,A,I,B,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,E
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,I,I,I,I,I,B,B
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,B,B,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B
D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
E,I,I,I,I,I,I,I,I,I,I,I,B,B,B,B,B,B,B,B,B,B
F,F,E,E,E,E,E,F,F,E,F,F,F,E,E,E,E,E,D,E,E,D
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,A,C,C,C,C
C,E,H,E,C,C,C,C,C,C,E,E,E,E,I,E,E,I,I,E,E,E
D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,H,H,H,H,H,H,H,H,H,H,E,E,E,H,H,H,H,H,H,E,H
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,F,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,F,F,I,J,J,J,J,J,J,I,I,I,I,I,I,I,J,I,I,I,I
J,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
A,B,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,I,I,I,I,I,I,D,I,D,D,D,D,E,E,D,E,E,E,E,E
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,E,E,E,E,E,E,E
F,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,E
H,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,B,I,B,B,I
I,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,A,A,A,A
A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E,E,E,E
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,J,I,J,J,J,J,J,J,J,J,J,I,J,I,I,I,I,J,I,I,I
G,E,E,D,D,E,E,D,D,D,E,D,D,D,E,D,E,D,E,D,E,E
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,E,G,E,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,E,E,E,E,E,F,E,E,E,E,E,E,I,I,B,E,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,C,D,D,D,D,D,D,C,C,C,C,C,C,C,D,D,D,D,D,D,D
D,G,E,G,E,G,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E
E,E,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,C,C,C,C,C,C,C,C,C,F,F,F,C,C,F,C,C,C,C,C
G,G,E,G,G,E,E,G,G,I,G,I,G,I,I,I,I,E,I,I,I,I
H,F,F,F,F,F,F,F,F,F,F,H,I,F,F,F,F,F,F,F,F,F
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,H,H,H,D,H,D,D,D,D,D,J,I,I,I,I,D,D,D,D,D,D
A,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,I,I,I,I,I,I,I,D,D,D,D,I,I,I,I,I,I,I,I,I
E,B,B,B,B,B,B,B,B,B,E,E,E,E,E,B,B,B,E,E,B,E
F,E,D,E,E,E,E,E,E,E,F,D,E,E,E,D,D,D,D,D,D,D
G,F,D,D,D,D,D,D,D,D,E,E,E,E,D,E,E,E,E,F,F,E
H,I,E,E,E,E,E,E,D,E,E,E,I,E,E,E,I,I,E,I,I,E
I,I,J,I,I,I,I,I,I,I,I,I,I,I,J,J,J,J,J,I,J,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
B,B,F,B,B,B,B,B,B,B,B,B,B,I,I,I,I,B,B,B,B,I
C,E,E,E,E,E,E,I,E,I,I,I,I,I,I,I,I,I,I,I,I,E
D,E,E,E,I,D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,C,C,C,C,C,E,E,E,C,E,E,E,E,E,E,E,E,E,E,E
F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,E,E,E,E,I,I,E,I,I,I,I,I,I,I,E,I,I,I,E,I,I
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,E,E,E,E,E,E,E,E,E,E,E,D,A,A,A,A,D,A,A,A,A
D,D,D,D,D,E,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,J,J,J,J,J,J,J,J,J,F,F,F,F,F,I,F,F,F,F,F,I
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,C,C,C,C,C,C,C,C,C,C,I,I,C,C,C,C,I,I,I,I
J,I,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,I,J,I,I
A,E,E,E,E,E,E,I,E,B,E,E,B,B,B,B,B,B,B,B,B,B
B,H,H,H,H,H,H,H,H,H,H,H,H,I,H,A,A,D,A,I,A,D
C,I,E,I,I,I,I,I,I,C,C,I,I,I,I,I,I,I,I,I,I,I
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,G,G,G,G,G,C,F,G,C,C,C,C,C,C,C,C,C,C,C,C,C
F,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,H,H,H,H,H,H,H,H,H,H,H,H,H,I,H,H,H,H,H,H,H
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,G,G,G,C,C,C,C,C,C,C,C,C,C,G,C,C,C,C,C,C,C
J,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,D,F
A,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,C
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B
D,I,E,E,I,I,I,D,D,D,D,D,D,D,D,C,C,E,D,D,D,D
E,E,D,F,D,D,D,F,E,E,E,E,E,E,E,E,E,E,E,E,E,F
F,J,I,I,I,I,I,I,I,I,I,I,I,E,I,E,E,E,E,E,E,E
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,I,G,G,G,H,H,G,G,G,G,G,I,I,I,I,G,I,I,I,I,I
I,E,F,E,E,E,E,E,E,E,E,I,I,I,I,E,I,I,I,I,I,I
J,C,C,C,I,I,I,C,C,C,C,C,C,C,C,C,C,C,C,C,I,I
A,E,I,I,E,C,C,F,I,E,I,F,I,F,F,C,C,C,C,C,C,C
B,E,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,I,I,I,I,E,I,I,I,I,I,I,D,I,I,I,I,D,I,I,I,I
D,G,G,G,G,G,G,E,E,E,E,E,E,E,G,G,E,E,E,E,E,E
E,G,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
G,I,D,I,D,D,D,D,D,D,I,E,E,I,I,I,I,I,I,I,I,I
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E
J,B,B,B,B,I,I,I,B,B,I,I,I,I,I,I,I,I,I,B,B,B
A,B,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,F,B,B,B,F,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,I,I,I,I,B,B,I,I,B,I,I,B,B,B,I,B,B,B,B,B,B
D,I,E,D,D,D,D,D,D,D,D,D,D,D,D,E,E,A,A,D,A,A
E,J,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,I,I,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,I,I,I,I,I,I,I,I,I,D,E,E,E,E,E,E,E,E,E,E
E,I,J,J,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,E,G,D,D,D,F,F,F,F,F,F,F,F,D,F,F,F,F,E,F,F
G,E,I,E,E,E,E,E,E,E,E,I,E,E,E,E,E,E,E,E,E,E
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,I,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
C,I,D,D,I,I,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,F,F,F,E,E,D,F,E,E,D,D,D,D,D,D,D,E,D,E,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,A,A,A,A
G,D,D,D,D,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,D
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,B,B,B,B,B,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,C,C,C,C,C
A,G,G,G,G,G,G,G,G,G,G,G,G,G,I,G,I,I,I,I,I,I
B,I,I,I,I,I,I,C,I,I,I,I,C,C,C,C,C,C,C,C,C,C
C,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,H,H,E,E,E,E,D,E,E,E,D,D,D,E,E,E,E,E,E,E,E
E,I,J,I,I,I,I,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,E,I,I,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,B,B,B,B,B,B,B,B,B,B,B,B,B,I,I,I,I,I,I,I,I
I,I,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,H,I,F,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,B,C,B
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,E,E,E,E,E
E,E,B,B,B,B,B,E,B,B,E,E,E,E,E,E,E,E,E,E,B,B
F,F,D,F,F,F,F,F,F,F,F,F,D,D,D,D,D,D,D,D,D,D
G,J,I,I,I,I,I,I,I,I,I,I,G,I,I,I,G,G,I,I,I,I
H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
I,E,E,E,E,E,E,E,E,E,I,I,I,I,I,E,I,E,I,E,E,E
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,I,E,E,F,I,I,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,D,D
C,E,D,D,D,E,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D
D,D,E,E,E,E,E,E,E,E,D,D,D,D,E,E,E,E,E,E,E,E
E,I,I,I,I,I,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,C,I,I,I,I,I
I,E,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,H,H,I,H,H
A,F,F,F,D,I,I,I,I,I,I,I,D,I,I,I,I,I,I,I,D,E
B,I,I,I,I,I,I,I,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
D,C,C,C,D,C,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C
E,E,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,D,D,D,B,B,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,J,J,J,J,D,J,J,D,D,D,D,D,D,I,D,D,I,I,I,I,I
I,J,J,J,J,J,J,J,J,J,J,J,J,I,J,I,I,J,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,I,I,E,E,I,E
B,I,I,I,D,D,D,E,I,I,E,D,D,D,D,D,D,D,D,D,D,D
C,E,B,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C
E,I,F,F,F,F,F,F,I,I,F,I,F,F,F,D,D,D,D,F,D,F
F,E,E,E,E,E,E,E,E,E,E,G,G,G,G,G,G,G,G,G,G,E
G,I,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J,J,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,G,G,E,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,B,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,I,B
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,F,F,I,F,F,I,I,I,I,I,I,I,I,I,I,I,F,F,I,I,I
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
J,C,C,C,C,C,C,C,C,C,C,C,C,C,E,C,C,C,A,A,E,E
A,I,I,I,I,I,I,I,I,I,E,I,I,I,I,I,I,I,I,I,I,I
B,G,G,G,G,I,G,I,I,I,I,I,I,I,I,I,I,I,C,I,I,C
C,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,I,I,I,I,I,I,I,I,D,F,D,F,F,F,F,F,F,F,F,F,F
E,E,G,G,G,G,G,E,E,G,E,E,E,E,E,E,G,E,E,E,E,E
F,J,J,J,J,J,E,J,J,J,J,E,J,J,E,E,J,E,E,E,E,E
G,H,H,H,H,H,H,H,H,H,H,G,H,G,H,H,H,G,H,H,H,H
H,E,I,I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,I,E,I,I,I
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
B,I,I,I,A,I,I,I,I,I,A,A,A,A,A,A,I,A,A,A,A,A
C,E,D,E,I,I,I,E,I,B,E,I,B,B,B,B,D,B,B,B,D,D
D,H,J,J,J,B,B,B,J,B,E,E,B,B,B,B,B,E,B,B,E,B
E,E,F,F,F,F,F,F,F,F,E,F,F,F,F,F,F,F,F,F,F,F
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,I,D,D,I,I,D,D,I,I,I,I,I,I,I,I,I,G,D,E,D,D
H,G,E,G,G,G,G,G,E,G,G,G,G,E,G,G,E,G,G,E,G,G
I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,I,C,C,C,C,C,C
C,F,F,F,F,F,F,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B
D,D,B,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B
E,E,D,I,I,I,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,E,E,E,E,E,E,E,E,E,E,E,E,C,E,E,E,E,C,E,E
