bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,D,D,D,D,D,D,D,D,H,H,H,D,D,D,D,D,D,D,D,D,D
I,F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,J,F,F,I,I,I
J,A,A,H,H,A,H,A,A,A,A,H,H,A,A,A,A,A,A,J,C,C
A,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
C,F,G,F,F,F,F,F,F,F,F,A,G,G,A,F,F,G,F,F,C,C
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,I,I,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,A,A,J,A,A,A,A,J,A,A,A,A,A,A,A,A,J,J,A,A,A
G,E,G,G,G,G,G,G,G,C,G,G,G,G,G,G,G,G,G,G,G,G
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I
J,G,G,G,G,G,G,G,G,G,B,B,B,G,B,G,B,B,B,B,B,B
A,E,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A
C,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,J,J,J,J,J,J,J,J,J,D,D,D,J,J,J,J,J,J,D,J,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,H,H,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,I,G,G,G,G,G,G,G,G,G,B,B,B,B,B,B,B,B,B,B,H
I,I,I,I,I,I,I,D,D,D,I,D,D,I,I,D,D,D,D,I,I,D
J,H,J,J,H,H,H,H,H,H,H,H,H,H,H,H,J,H,H,J,J,H
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,F,F,F,F,F,F,A,F,F,F,A,A,A,A,A,A,A,A,A,C
D,F,F,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A
E,F,E,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B
F,E,E,E,G,G,G,G,G,G,G,F,G,G,F,F,F,G,G,F,F,F
G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
H,E,E,E,E,H,C,H,C,C,E,E,E,E,C,C,C,H,H,H,H,H
I,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,J,J,J,E,J
A,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,F,G,G,G,G,G,G,G,G,D,D,D,G,G,G,G,G,C,C,C,G
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,D,D,D,F,F,F,F,F,F,F,D,D,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,I,F,F,F,F,F,F,F,F,F,F,F,F,E,E,F,F,F,F,I,F
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
B,G,G,G,G,G,C,C,C,C,C,C,C,A,C,C,A,A,A,A,A,A
C,G,D,D,D,D,G,D,B,B,B,B,D,D,D,D,D,D,D,D,D,D
D,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A
E,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
H,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,H
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
A,F,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,G,G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A
D,A,D,A,A,A,A,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
G,F,F,F,F,F,F,G,G,G,G,G,G,F,F,F,F,F,F,F,F,F
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
I,C,I,I,I,I,I,I,I,I,I,I,I,C,I,C,C,C,C,C,C,C
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,G,G,G,G,G,G,B,G,G,A,G,A,B,B,B,B,B,B,B,B,B
D,B,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C,C,C,C
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
I,E,D,D,E,I,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J
A,G,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,G,G,G,G,G,G,G,G,G,C,C,C,C,C,C,C,A,G,G,G,G
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,F,E,E,F,E,E,F,F,F,E,F,F,F,F,F,F,F,F,E,E,F
F,C,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
G,F,F,F,F,F,F,F,G,F,F,F,F,F,H,F,F,F,H,F,H,H
H,D,D,D,H,H,H,H,H,D,H,D,D,D,D,D,D,D,D,D,D,D
I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,J,J,J,J,J,J
A,G,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,C,C,C,C,C,D,D,C,C,C,C,D,D,D,D,D,D
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,F,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,J,J,J,J,J,J,J,J,J,B,B,B,B,B,B,H,B,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,D,G,G,D,D,D,D,D,D,D,D,G,D,D,D,D,D,D,D,D
E,D,D,D,D,D,E,E,E,E,D,D,D,D,D,D,D,D,D,D,D,D
F,A,B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,D,F,D,D,D,D,D
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
A,G,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,I,C,C,C,G,C,C,C,C,C,C,C,C,C,C,C,C,A,A
C,F,C,C,C,F,F,F,C,C,C,C,C,C,C,C,C,C,E,E,E,C
D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
E,E,E,E,E,E,E,B,B,B,E,E,E,E,E,E,E,E,E,E,E,E
F,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,A,D,A,D,B,D,D,A,D,D,D,D,D,D,D,A,D,D,D,D
H,F,F,F,F,F,F,F,D,D,E,D,D,D,D,D,D,D,D,D,D,F
I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,J,J,J,J
A,C,E,E,E,D,D,D,C,D,D,B,C,C,C,C,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,D,D,D,D,G,D,G,G,D,D,D,D,D,D,A,D,D,D,D,D,D
E,G,G,G,G,F,G,F,F,F,G,G,F,G,G,F,F,F,F,F,G,F
F,G,G,F,G,G,G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,G
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,I,I,I,I,I
J,D,D,D,D,D,D,D,D,A,A,A,D,D,D,D,D,D,D,D,D,D
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,I,E,E,E,F,E,F,E,E,F,E,A,E,E,E,E,E,E,F,E,F
G,F,F,F,F,F,F,F,G,G,G,G,F,F,G,G,G,G,G,G,G,G
H,G,G,G,G,G,G,G,G,G,G,F,F,F,G,F,H,G,H,H,H,H
I,H,H,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
J,J,J,J,C,C,C,C,C,C,C,C,C,C,C,C,C,J,J,J,J,J
A,B,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,C,C,C,C,C,C,C,C,C,C,A,C,A,A,A,A,A,A,A,A
C,H,H,I,I,I,H,I,H,H,H,B,F,B,B,J,J,J,J,J,J,J
D,I,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
F,F,D,F,D,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,E,E,E,E,E,E,E,E,E,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,A,A,H,H,H
I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I,H,I,I
J,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A
C,F,E,E,E,B,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,H,D,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
E,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,E,E,E,E,E,E,E,C,C,C,C,C,C,C,C,C,C,C,C,E,C
G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,A,G,H,G
I,H,I,I,I,I,I,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,J,J,J,J
A,G,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A
C,C,C,C,C,C,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C
D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
E,F,H,C,C,C,C,C,C,C,C,C,C,C,A,C,C,H,C,C,C,C
F,G,F,F,F,F,F,G,E,E,C,G,A,A,F,F,F,F,F,F,F,F
G,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,H
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,F,F,F,F,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B
D,E,D,D,D,D,D,D,B,B,D,D,B,B,D,D,D,B,B,B,B,B
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,F,F,D,G,G,F,F,G,G,F,F,A,A,A,A,A,I,I,I,I,I
G,D,I,I,I,I,I,I,I,I,I,I,B,I,B,B,B,B,B,B,B,B
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,I,I,I,I
J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
A,H,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,E,E,E,C,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,I,E,E,I,E,I,E,I,I,E,E,I,E,E,E,E,E,E,E,E,E
F,I,I,I,I,I,I,I,A,A,A,A,A,I,A,A,A,A,A,A,A,A
G,H,H,H,H,H,H,H,H,D,D,D,D,D,D,D,D,D,D,D,D,D
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,H,H,H,H
I,G,G,G,G,E,E,E,E,E,E,E,E,G,I,I,I,I,I,I,I,I
J,B,B,B,G,B,H,B,B,B,H,H,G,G,B,B,B,B,B,J,J,B
A,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,B,A,C,A,A,B,A,A,A,A,A
C,F,F,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
I,F,F,B,B,B,B,B,B,B,D,B,B,B,B,B,B,B,B,I,I,I
J,F,F,F,F,F,F,J,F,F,F,J,F,F,F,F,F,F,J,J,J,F
A,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,H,I,I,I,I,H,H,H,H,A,A,H,A,A,H,A,A,A,A,A
C,J,J,J,J,J,J,J,J,J,C,C,J,J,C,J,J,J,J,J,J,J
D,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,B,D,B,B,B,B,B,B,B,B,B,B
F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
G,F,B,F,F,G,F,F,F,F,G,G,G,G,G,G,F,F,F,F,F,F
H,E,E,E,E,E,E,E,E,E,E,E,E,E,H,H,H,H,H,H,H,H
I,C,E,E,E,E,C,E,E,E,E,E,E,E,C,I,I,I,I,I,I,I
J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
A,J,J,J,J,J,J,J,B,J,J,J,J,J,J,B,B,B,B,B,B,B
B,G,G,G,G,G,B,B,B,B,B,B,B,B,C,B,B,B,B,B,G,C
C,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,F,F,B,B,B,B,B,B,B,B,B,B,F,F,F,F,F,F,F,F,F
F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,I,H,H,H,I,I,I,I,I,F,I,I,F,F,F,F,F,F,I,I,I
I,H,I,I,H,I,H,H,H,H,H,H,H,H,H,H,I,H,H,H,H,H
J,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,G,G,G,G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,E,E,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,A
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,G,F,F,F,F,F,F,F,F,F,F,B,B,B,B,B,B,B,B,F,B
G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G
H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,I,I,I,I,E,I,I
J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,J,J,B,J,J
A,G,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,B,B,B,J,B,J,J,J,J,B,B,B,B,B,B,B,B,B,B,B
C,H,H,H,H,B,B,B,B,B,B,B,B,B,C,D,C,C,D,D,C,C
D,E,E,E,I,I,F,I,F,F,E,D,E,D,D,D,E,F,F,F,F,E
E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
F,F,F,F,F,F,F,F,F,F,F,F,G,F,F,F,F,F,F,F,F,F
G,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
I,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,H,H,H,H,J,H,J,J,H,I,I,I,J,J,H,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,I,E,I,F,I,I,B,B,B,B,B,B,A,B,A,B,B,B,B,A,C
D,I,I,I,I,I,I,I,C,I,C,I,C,C,C,C,C,I,C,C,C,C
E,G,C,C,C,C,C,E,C,D,D,C,C,D,D,C,D,D,C,C,C,C
F,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,H,E,E
I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
J,D,D,D,D,D,D,D,D,D,D,B,D,D,D,D,D,D,D,D,J,J
A,E,E,E,E,B,B,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,D,B,B,D
C,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
D,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E
E,F,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
F,G,G,G,G,G,G,G,G,G,G,G,G,G,A,G,G,A,A,A,A,A
G,G,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,G,G
H,I,I,I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
I,F,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,I
J,H,J,J,J,J,J,J,J,J,J,J,A,A,A,A,A,A,A,A,J,J
A,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,B,H,A,A,A,A,A,A,B,B,B,B,B,B,B,A,A,A,A,A
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,J,J,I,I,I,I,B,B,C,C,C,C,C,C,C,C,C,D,B,B,B
E,A,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A
F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
